units_sold,price_per_unit,discount_percent,advertising_spend,revenue,gross_sales,discount_amount
2.0,803.66,22.0,48131.74,1253.71,1607.32,353.6104
18.0,345.21,5.3,7332.29,5884.45,6213.78,329.33034
58.0,964.17,18.8,39825.88,45408.55,55921.86,10513.30968
44.0,82.07,15.1,49423.92,3065.81,3611.08,545.2730799999999
14.0,734.15,6.6,47664.43,9599.75,10278.1,678.3545999999999
25.0,215.5,5.6,46095.24,5085.8,5387.5,301.7
79.0,401.44,18.4,29590.19,25878.43,31713.76,5835.331839999999
26.0,91.12,28.3,48059.76,1698.66,2369.12,670.46096
37.0,973.01,26.8,38310.42,26353.0,36001.37,9648.367160000002
42.0,231.75,5.2,36217.52,9227.36,9733.5,506.14200000000005
63.0,490.41,14.5,17903.07,26415.93,30895.83,4479.895350000001
29.0,707.88,8.8,42714.68,18722.01,20528.52,1806.5097600000001
82.0,477.83,11.3,45520.53,34754.49,39182.06,4427.5727799999995
30.0,960.7,26.3,27647.29,21241.08,28821.0,7579.923000000001
9.0,82.66,18.9,45713.39,603.34,743.9399999999999,140.60466
52.0,178.62,4.9,18793.86,11211.26,9288.24,455.12376000000006
67.0,381.84,4.9,29557.02,24329.7,25583.28,1253.58072
28.0,106.64,11.9,17141.01,2630.6,2985.92,355.32448000000005
91.0,861.41,28.8,13641.35,55812.48,78388.31,22575.833280000003
70.0,854.96,25.3,3146.18,44705.86,59847.200000000004,15141.341600000002
34.0,569.59,7.5,20185.54,17913.61,19366.06,1452.4545
23.0,426.67,12.0,18799.25,8635.8,9813.41,1177.6091999999999
54.0,246.13,18.0,26648.89,10898.64,13291.02,2392.3836
20.0,558.7,15.2,42103.21,9475.55,11174.0,1698.4479999999999
52.0,439.32,28.2,48636.69,16402.45,22844.64,6442.18848
30.0,164.75,20.1,17342.82,3949.06,4942.5,993.4425
81.0,548.1,15.8,8692.93,37381.52,44396.1,7014.5838
51.0,574.7,8.8,13213.36,26730.45,29309.7,2579.2536
79.0,178.61,7.4,36876.86,13066.04,14110.19,1044.15406
9.0,682.73,8.9,15034.3,5597.7,6144.57,546.8667300000001
79.0,785.28,10.5,8687.73,55523.22,62037.119999999995,6513.8976
52.0,66.29,2.6,11557.6,3357.46,3447.0800000000004,89.62408
51.0,369.25,17.9,29259.62,15460.87,18831.75,3370.8832499999994
64.0,896.51,20.8,10424.58,45442.3,57376.64,11934.34112
61.0,423.96,8.3,41294.75,23715.05,25861.559999999998,2146.50948
95.0,651.76,5.4,2999.01,58573.67,61917.2,3343.5288
65.0,357.27,9.7,29695.59,20969.96,23222.55,2252.58735
19.0,640.8,27.5,9372.57,8827.02,12175.199999999999,3348.1799999999994
36.0,438.81,5.3,38798.31,14959.91,15797.16,837.24948
34.0,356.82,3.3,40939.86,11731.53,12131.88,400.35204
92.0,306.7,5.8,39828.52,26579.85,28216.399999999998,1636.5511999999999
38.0,889.8,10.5,32059.33,30262.1,33812.4,3550.302
65.0,684.41,20.4,27474.44,35411.37,44486.65,9075.2766
72.0,638.09,23.4,18770.09,35191.94,45942.48,10750.540320000002
91.0,412.16,20.6,38316.54,29780.21,37506.560000000005,7726.3513600000015
44.0,493.6,1.8,7927.62,21327.47,21718.4,390.93120000000005
94.0,525.44,17.7,5359.49,40649.09,49391.36000000001,8742.270720000002
70.0,103.15,7.5,42774.56,6678.96,7220.5,541.5375
45.0,366.41,27.5,16442.58,11954.13,16488.45,4534.32375
7.0,813.09,14.2,25913.99,4883.42,5691.63,808.21146
56.0,127.42,3.8,9158.64,6864.37,7135.52,271.14976
18.0,243.78,12.3,14255.41,3848.31,4388.04,539.72892
22.0,102.17,12.8,37582.29,1960.03,2247.7400000000002,287.71072000000004
18.0,431.35,1.6,16337.7,7640.07,7764.3,124.2288
69.0,364.32,17.4,23958.19,20764.05,25138.079999999998,4374.025919999999
11.0,664.34,22.8,49773.96,5641.58,7307.740000000001,1666.16472
51.0,673.77,18.3,6899.92,28073.97,34362.27,6288.29541
72.0,60.68,21.4,34214.6,3434.0,4368.96,934.9574399999999
47.0,310.12,25.0,6708.37,10931.73,14575.64,3643.91
58.0,513.11,8.6,1536.66,27200.99,29760.38,2559.39268
43.0,244.21,20.7,12617.2,8327.32,10501.03,2173.71321
95.0,459.69,12.9,33133.96,38037.05,43670.55,5633.500950000001
45.0,840.68,9.8,10873.76,34123.2,37830.6,3707.3988
46.0,668.94,4.7,7286.32,29324.99,30771.24,1446.24828
6.0,595.15,0.0,38799.54,3570.9,3570.8999999999996,0.0
62.0,490.0,24.9,5432.69,22815.38,30380.0,7564.62
51.0,506.4,9.9,22670.67,23269.59,25826.399999999998,2556.8136
9.0,445.14,28.5,6896.02,2864.48,4006.2599999999998,1141.7840999999999
50.0,273.56,27.7,42950.02,9889.19,13678.0,3788.8059999999996
84.0,513.66,2.0,38066.43,69883.09,43147.439999999995,862.9487999999999
93.0,862.4,28.3,48726.57,57505.69,80203.2,22697.5056
72.0,910.1,3.9,38878.59,62971.64,65527.200000000004,2555.5608
71.0,622.04,13.3,29137.53,38290.92,44164.84,5873.92372
40.0,338.93,21.6,12639.63,10628.84,13557.2,2928.3552
21.0,299.73,16.2,25017.235,5274.65,6294.33,1019.6814599999999
70.0,288.2,19.6,1594.12,16219.9,20174.0,3954.1040000000003
25.0,68.85,20.0,2506.25,1377.0,1721.2499999999998,344.24999999999994
87.0,77.25,19.5,21987.45,5410.2,6720.75,1310.54625
77.0,379.54,26.9,26725.64,21363.17,29224.58,7861.412020000001
75.0,823.51,26.2,14194.25,45581.28,61763.25,16181.9715
64.0,758.44,30.0,5173.22,33978.11,48540.16,14562.048
91.0,320.65,23.1,49070.18,22438.77,29179.149999999998,6740.38365
2.0,678.9,23.4,23026.53,1040.07,1357.8,317.7252
56.0,988.55,3.1,10769.84,53642.68,55358.799999999996,1716.1228
84.0,643.21,12.6,35202.31,47221.91,54029.64,6807.734639999999
14.0,708.77,0.3,33860.41,9893.01,9922.779999999999,29.768339999999995
51.0,101.9,3.4,4739.63,5020.21,5196.900000000001,176.69460000000004
52.0,826.12,20.7,39696.35,28824.98,42958.24,8892.35568
10.0,497.29,5.3,11144.8,4709.34,4972.900000000001,263.56370000000004
35.0,840.21,13.2,15696.99,25525.58,29407.350000000002,3881.7702000000004
80.0,70.53,16.6,6319.51,4705.76,5642.4,936.6383999999999
75.0,514.8,25.4,12303.11,28803.06,38610.0,9806.94
76.0,597.55,18.4,49668.49,37057.66,45413.799999999996,8356.139199999998
9.0,167.52,19.1,47617.93,1219.71,1507.68,287.96688
8.0,900.18,19.8,17022.74,5775.55,7201.44,1425.88512
64.0,537.5,3.3,40352.84,33264.8,34400.0,1135.2
8.0,327.66,16.4,7612.14,2584.58,2621.28,429.88991999999996
27.0,218.34,6.0,31139.08,5541.47,5895.18,353.7108
87.0,602.31,24.0,40869.67,39824.74,52400.969999999994,12576.232799999998
20.0,231.0,19.8,30987.51,3705.24,4620.0,914.76
76.0,320.8,10.1,5331.89,21918.34,24380.8,2462.4608
44.0,592.82,11.7,18013.69,23032.24,26084.08,3051.8373599999995
57.0,293.0,29.6,47950.33,11757.5,16701.0,4943.496
63.0,356.23,19.4,22727.76,18088.65,22442.49,4353.84306
27.0,99.05,18.6,48677.14,2176.92,2674.35,497.42910000000006
70.0,935.76,19.5,8369.25,52730.08,65503.2,12773.124
55.0,282.81,12.8,17621.06,13563.57,15554.55,1990.9823999999999
96.0,583.06,12.7,42721.3,48865.09,55973.759999999995,7108.667519999999
73.0,337.17,14.6,18066.83,21019.85,24613.41,3593.5578599999994
89.0,183.8,9.0,13534.75,14885.96,16358.2,1472.2380000000003
63.0,702.44,0.9,16334.55,43855.44,44253.72,398.28348000000005
57.0,513.66,9.1,4287.0,41640.04,29278.62,2664.3544199999997
68.0,544.01,28.9,6927.82,26301.8,36992.68,10690.88452
54.0,685.11,21.7,44784.33,28967.82,36995.94,8028.11898
25.0,187.8,21.9,14004.58,3666.8,4695.0,1028.205
46.0,168.32,23.0,12576.76,5961.89,7742.719999999999,1780.8256
96.0,494.75,28.5,36169.0,33959.64,47496.0,13536.36
52.0,694.31,11.5,16840.39,9831.43,36104.119999999995,4151.9738
84.0,776.22,20.1,46672.98,52096.78,65202.48,13105.698480000003
75.0,57.52,17.8,14347.98,3546.11,4314.0,767.8919999999999
21.0,183.35,27.7,11052.66,2783.8,3850.35,1066.54695
88.0,713.46,28.1,13062.96,45142.04,62784.48,17642.43888
56.0,813.29,27.6,26159.02,32974.03,45544.24,12570.21024
56.0,160.03,14.0,24885.11,7707.04,8961.68,1254.6352
6.0,381.73,0.7,9200.85,2274.35,2290.38,16.03266
65.0,605.92,23.6,21582.66,30089.99,39384.799999999996,9294.8128
30.0,598.75,3.8,5922.05,17279.92,17962.5,682.575
73.0,629.45,27.4,14865.94,33359.59,45949.850000000006,12590.2589
67.0,886.93,7.7,34151.77,54848.64,59424.31,4575.67187
47.0,151.05,1.3,17880.56,7007.06,7099.35,92.29155
92.0,140.61,13.0,14284.82,11254.42,12936.12,1681.6956
56.0,536.08,6.6,19478.18,28039.13,30020.480000000003,1981.35168
97.0,128.9,8.5,21695.1,11440.52,12503.300000000001,1062.7805
46.0,318.46,11.9,44254.73,12905.91,14649.16,1743.2500400000001
58.0,207.23,5.4,14529.37,11370.3,12019.34,649.04436
10.0,57.12,8.6,13098.64,522.08,571.1999999999999,49.12319999999999
34.0,905.68,14.3,25441.98,26389.7,30793.12,4403.41616
95.0,178.13,12.7,48771.93,14773.21,16922.35,2149.13845
56.0,53.78,17.5,49055.02,2484.64,3011.6800000000003,527.0440000000001
24.0,407.48,9.7,3293.18,8830.91,9779.52,948.61344
70.0,916.8,8.2,20354.66,58913.57,64176.0,5262.432
63.0,970.49,22.8,47701.68,47200.75,61140.87,13940.11836
22.0,309.82,2.1,14248.1,6672.9,6816.04,143.13684
80.0,792.24,25.2,17671.92,47407.64,63379.2,15971.558399999998
3.0,281.67,26.8,31577.6,618.55,845.01,226.46268
74.0,668.64,15.1,18485.63,42007.98,49479.36,7471.38336
7.0,567.87,28.3,24696.96,2850.14,3975.09,1124.95047
11.0,489.79,20.7,12899.32,4272.44,5387.6900000000005,1115.2518300000002
50.0,204.54,24.6,43126.52,7711.16,10227.0,2515.842
18.0,622.62,26.3,31050.84,8259.68,11207.16,2947.48308
53.0,464.76,8.2,34787.41,22612.43,24632.28,2019.8469599999996
44.0,829.89,1.4,10044.87,36003.95,36515.159999999996,511.21223999999995
8.0,687.74,11.3,4834.53,4880.2,5501.92,621.7169600000001
13.0,129.03,19.4,35261.85,1351.98,1677.39,325.41366
80.0,429.86,6.7,25490.29,32084.75,34388.8,2304.0496000000003
68.0,921.41,1.9,43217.08,61465.42,62655.88,1190.46172
56.0,520.25,26.9,24113.01,21296.95,29134.0,7837.045999999999
7.0,961.99,13.2,44626.29,5845.05,6733.93,888.87876
99.0,513.66,3.8,23103.22,72466.59,50852.34,1932.3889199999996
45.0,526.67,8.5,18866.64,21685.64,23700.149999999998,2014.5127499999999
32.0,642.8,10.3,36798.18,18450.93,20569.6,2118.6688
8.0,598.08,16.0,26852.87,4019.1,4784.64,765.5424
16.0,513.66,17.4,40030.03,6788.53,8218.56,1430.0294399999998
57.0,520.22,2.3,45668.22,28970.53,29652.54,682.0084199999999
12.0,781.9,28.4,23945.06,6718.08,9382.8,2664.7151999999996
76.0,518.07,26.1,23135.82,29096.88,39373.32000000001,10276.436520000003
78.0,431.33,22.4,33861.82,26107.54,33643.74,7536.197759999999
40.0,482.7,28.7,18586.0,13766.6,19308.0,5541.396
78.0,324.67,24.8,19587.95,19043.84,25324.260000000002,6280.416480000001
50.0,97.52,2.7,44308.88,4744.35,4876.0,131.65200000000002
14.0,592.6,24.2,25128.85,6288.67,8296.4,2007.7287999999999
39.0,245.04,29.1,30603.7,6775.6,9556.56,2780.95896
31.0,508.87,18.8,32954.61,12809.28,15774.97,2965.69436
10.0,323.5,17.4,15186.28,2672.11,3235.0,562.8899999999999
15.0,250.21,5.2,11174.43,3557.99,3753.15,195.1638
48.0,262.47,16.6,25375.55,10507.2,12598.560000000001,2091.3609600000004
19.0,750.14,9.1,42540.55,12955.67,14252.66,1296.9920599999998
90.0,556.79,28.3,27118.79,35929.66,50111.1,14181.441299999999
21.0,520.32,18.2,31877.73,8938.06,10926.720000000001,1988.6630400000001
65.0,706.5,20.9,35048.78,36324.7,45922.5,9597.802499999998
62.0,768.39,25.5,13216.51,35491.93,47640.18,12148.245900000002
58.0,843.78,15.2,1536.63,41500.48,48939.24,7438.76448
51.0,184.64,10.7,28269.49,8409.06,9416.64,1007.5804799999999
77.0,188.72,22.6,19745.01,11247.33,14531.44,3284.1054400000007
37.0,285.68,25.6,44617.08,7864.2,10570.16,2705.9609600000003
96.0,460.29,2.9,12767.4,42906.39,44187.840000000004,1281.4473600000001
65.0,757.48,28.3,32083.23,35302.36,49236.200000000004,13933.844600000002
52.0,702.05,26.4,37884.28,16017.97,36506.6,9637.7424
43.0,726.66,2.9,33484.61,30340.23,31246.379999999997,906.1450199999999
88.0,169.33,22.0,5697.37,11622.81,14901.04,3278.2288
35.0,475.33,8.6,44249.33,15205.81,16636.55,1430.7432999999999
52.0,667.4,3.1,4600.49,30395.4,34704.799999999996,1075.8488
36.0,658.24,8.1,34970.94,21777.21,23696.64,1919.4278399999998
62.0,290.95,18.7,16773.24,14665.63,18038.899999999998,3373.274299999999
